コード,会社名,会社名（カナ）,会社名（英語）,銘柄名,所在地,連結の有無,市場,33業種コード,33業種区分,17業種コード,17業種区分,決算日,総資産（百万）,売上高（百万）
4264,株式会社セキュア,カブシキガイシャセキュア,"SECURE,INC.",セキュア,新宿区西新宿２丁目６番１号　新宿住友ビル２０階,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,1981,3378
4265,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ株式会社,インスティテューションフォーアグローバルソサエティカブシキガイシャ,,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,渋谷区恵比寿南一丁目１１番２号,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,489,514
4267,株式会社ライトワークス,カブシキガイシャライトワークス,,ライトワークス,千代田区麹町五丁目３番３号,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,1月末日,802,1757
4268,エッジテクノロジー株式会社,エッジテクノロジーカブシキカイシャ,,エッジテクノロジー,千代田区神田須田町一丁目３２番地７　クレス不動産神田ビル５階,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,4月末日,427,1466
4270,株式会社ＢｅｅＸ,カブシキガイシャビーエックス,BeeX inc.,ＢｅｅＸ,中央区銀座七丁目１４番１３号,無,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,2月末日,0,0
4272,日本化薬株式会社,ニホンカヤクカブシキガイシャ,"NIPPON KAYAKU CO.,LTD.",日本化薬,千代田区丸の内二丁目１番１号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,294535,173381
4274,細谷火工株式会社,ホソヤカコウカブシキガイシャ,"HOSOYA PYRO-ENGINEERING CO., LTD.",細谷火工,あきる野市菅生１８４７番地,無,スタンダード（内国株式）,3200,化学,4,素材・化学,3月31日,4108,1557
4275,カーリットホールディングス株式会社,カーリットホールディングスカブシキガイシャ,"Carlit Holdings Co.,Ltd.",カーリットホールディングス,中央区京橋１丁目１７番１０号,有,プライム（内国株式）,3200,化学,4,素材・化学,3月31日,50953,45537
4284,株式会社　ソルクシーズ,カブシキガイシャ　ソルクシーズ,"SOLXYZ Co.,Ltd.",ソルクシーズ,港区芝浦三丁目１番２１号,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,11272,13922
4286,株式会社ＣＬホールディングス,カブシキガイシャシーエルホールディングス,CL Holdings Inc.,ＣＬホールディングス,港区南青山二丁目２６番１号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,12月31日,14044,20227
4287,株式会社ジャストプランニング,カブシキガイシャ　ジャストプランニング,JUSTPLANNING INC.,ジャストプランニング,大田区西蒲田七丁目３５番１号宝栄ビル,有,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,1月31日,3377,2103
4288,株式会社アズジェント,カブシキガイシャアズジェント,"Asgent, Inc.",アズジェント,中央区明石町６番４号,有,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,2190,2795
4290,株式会社プレステージ・インターナショナル,カブシキカイシャ　プレステージ　インターナショナル,Prestige International Inc.,プレステージ・インターナショナル,千代田区麹町２－４－１,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,46755,40617
4293,株式会社セプテーニ・ホールディングス,カブシキガイシャセプテーニホールディングス,"SEPTENI HOLDINGS CO.,LTD.",セプテーニ・ホールディングス,新宿区西新宿八丁目１７番１号,有,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,9月30日,42011,21384
4295,株式会社フェイス,カブシキガイシャフェイス,"Faith,Inc.",フェイス,京都市中京区烏丸通御池下る虎屋町５６６－１井門明治安田生命ビル,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,26702,19991
4298,株式会社プロトコーポレーション,カブシキガイシャプロトコーポレーション,PROTO CORPORATION,プロトコーポレーション,名古屋市中区葵一丁目２３番１４号,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,49388,55787
4299,株式会社ハイマックス,カブシキガイシャハイマックス,"HIMACS,Ltd.",ハイマックス,横浜市西区みなとみらい二丁目３番５号,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,11217,15431
4301,株式会社アミューズ,カブシキガイシャアミューズ,AMUSE INC.,アミューズ,南都留郡富士河口湖町西湖９９７番地,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,48490,39839
4304,株式会社Ｅストアー,カブシキガイシャイーストアー,Estore Corporation,Ｅストアー,港区虎ノ門一丁目３番１号,無,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,8604,10504
4307,株式会社野村総合研究所,カブシキガイシャノムラソウゴウケンキュウショ,"Nomura Research Institute,Ltd.",野村総合研究所,千代田区大手町一丁目９番２号,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,656536,550337
4308,株式会社Ｊストリーム,カブシキガイシャジェイストリーム,J-Stream Inc.,Ｊストリーム,港区芝二丁目５番６号,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,11830,12970
4310,株式会社ドリームインキュベータ,カブシキガイシャドリームインキュベータ,Dream Incubator Inc.,ドリームインキュベータ,千代田区霞が関三丁目２番６号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,29549,27776
4312,サイバネットシステム株式会社,サイバネットシステムカブシキガイシャ,"Cybernet Systems Co.,Ltd.",サイバネットシステム,千代田区神田練塀町３番地,有,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,12月31日,23270,22697
4316,株式会社ビーマップ,カブシキガイシャビーマップ,"BeMap,Inc.",ビーマップ,千代田区内神田２－１２－５,有,グロース（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,1314,1344
4317,株式会社レイ,カブシキガイシャレイ,Ray Corporation,レイ,港区六本木六丁目１５番２１号,有,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,2月末日,8648,7045
4318,株式会社クイック,カブシキガイシャクイック,"QUICK CO.,LTD.",クイック,大阪市北区小松原町２番４号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,15103,19360
4319,ＴＡＣ株式会社,タックカブシキガイシャ,"TAC CO.,LTD.",ＴＡＣ,千代田区神田三崎町三丁目２番１８号,有,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,20417,19749
4320,株式会社ＣＥホールディングス,カブシキガイシャシーイーホールディングス,"CE Holdings Co.,Ltd.",ＣＥホールディングス,札幌市白石区平和通十五丁目北１番２１号,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,9月30日,9459,12284
4323,日本システム技術株式会社,ニホンシステムギジュツカブシキガイシャ,"Japan System Techniques Co.,Ltd.",日本システム技術,大阪市北区中之島二丁目３番１８号　中之島フェスティバルタワー２９階,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,12861,18789
4324,株式会社電通グループ,カブシキガイシャデンツウグループ,DENTSU GROUP INC.,電通グループ,港区東新橋一丁目８番１号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,12月31日,3720536,5256492
4326,株式会社インテージホールディングス,カブシキガイシャインテージホールディングス,INTAGE HOLDINGS Inc.,インテージホールディングス,千代田区神田練塀町３番地インテージ秋葉原ビル,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6月30日,45443,57558
4327,日本エス・エイチ・エル株式会社,ニホンエスエイチエルカブシキガイシャ,SHL-JAPAN Ltd.,日本エス・エイチ・エル,中野区中央５丁目３８番１６号,有,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,9月30日,6623,3300
4331,株式会社テイクアンドギヴ・ニーズ,カブシキガイシャ　テイクアンドギヴ　ニーズ,"TAKE AND GIVE. NEEDS Co., Ltd.",テイクアンドギヴ・ニーズ,品川区東品川　二丁目３番１２号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,48578,20044
4333,株式会社東邦システムサイエンス,カブシキガイシャトウホウシステムサイエンス,"TOHO SYSTEM SCIENCE CO.,LTD.",東邦システムサイエンス,文京区小石川一丁目１２番１４号,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,11383,12189
4334,株式会社ユークス,カブシキガイシャユークス,"YUKE'S Co.,Ltd.",ユークス,堺市堺区戎島町４丁４５番地の１,有,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,1月31日,7465,2650
4335,株式会社アイ・ピー・エス,カブシキガイシャアイピーエス,"IPS CO.,LTD",アイ・ピー・エス,大阪市北区大深町３番１号グランフロント大阪タワーＢ１６階,無,スタンダード（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,6月末日,1909,2498
4337,ぴあ株式会社,ピアカブシキガイシャ,PIA CORPORATION,ぴあ,渋谷区東一丁目２番２０号,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,52784,67355
4341,西菱電機株式会社,セイリョウデンキカブシキガイシャ,SEIRYO ELECTRIC CORPORATION,西菱電機,伊丹市藤ノ木三丁目５番３３号,有,スタンダード（内国株式）,9050,サービス業,10,情報通信・サービスその他,3月31日,11291,18155
4343,株式会社イオンファンタジー,カブシキガイシャイオンファンタジー,"AEON Fantasy Co.,LTD.",イオンファンタジー,千葉市美浜区中瀬一丁目５番地１,有,プライム（内国株式）,9050,サービス業,10,情報通信・サービスその他,2月末日,53961,46116
4344,ソースネクスト株式会社,ソースネクストカブシキガイシャ,SOURCENEXT CORPORATION,ソースネクスト,港区東新橋１丁目５番２号,有,プライム（内国株式）,5250,情報・通信業,10,情報通信・サービスその他,3月31日,20331,12851
